txt, txt_kword, book_title, book_summery, book_keyword, Recommended_txt_similarity
"대한민국에서 제일 맛있는 식당, 맛있는 음식","['음식', '제일', '식당', '대한민국']",어떻게 먹을 것인가,캐롤린 스틸은 도시의 식생활이 오랜 시간에 걸쳐 문명을 어떻게 형성하는지를 자신만의 관점으로 살펴왔다. 땅과 바다에서 시작해 도로와 철도를 거쳐 시장과 부엌 식탁 마지막에는 폐기물 처리장으로 이어지는 음식의 여정을 따라가며 각 단계가 사람들의 삶을 어떻게 형성했는지에 주목해왔다. 이 과정을 통해 캐롤린 스틸은 음식이 우리 존재의 사실상 거의 모든 측면을 이루고 있다는 점을 깨달았다고 밝히며 이 책의 출발점이라 할 수 있는 시토피아(Sitopia: 그리스어 ‘음식(sitos)’과 ‘장소(topos)’의 합성어) 즉 우리가 ‘음식으로 형성된 세계’에 살고 있다는 점을 강조한다.캐롤린 스틸은 왜 음식에 주목하는 것일까? 이유는 간단하다. 우리가 함께 생각하고 행동해서 세상을 더 나은 방향으로 바꿀 수 있게 하는 가장 강력한 수단이 음식이기 때문이다. 인류의 조상이 인간으로 진화하기 훨씬 이전부터 음식은 우리의 몸과 습성 사회와 환경을 형성해왔다고 캐롤린 스틸은 이야기한다. 음식이 미치는 영향력은 워낙 광범위하고도 심원하기 때문에 그 실체를 제대로 바라보기 힘들지만 한편으로는 우리 자신의 얼굴처럼 익숙하다고 볼 수 있다. 음식은 훌륭한 매개체이자 삶의 질료이며 가장 손쉬운 삶의 비유다. 이렇게 다양한 세계와 사상을 아우르는 포용력 때문에 무엇과도 견줄 수 없는 막강한 영향력을 행사한다. 삶을 변모시킬 가장 강력한 수단이라고 해도 부족함이 없다.,"['음식 형성 세계', '이야기 음식 영향력']",0.125
"대한민국에서 제일 맛있는 식당, 맛있는 음식","['음식', '제일', '식당', '대한민국']",미식가의 디테일,- 셰프 vs 요리사 파이 vs 타르트 베이컨 vs 판체타 어떻게 다를까?- 알아갈수록 세상이 더 선명해지는 맛에 관한 310가지 디테일- “대충 알던 것들을 명확하게 알게 되는 시원시원한 타격감!” - 김혼비 작가 강력 추천세상엔 맛있는 것이 많다. 그 수만큼이나 음식과 관련한 이야기도 많다. 이 책은 그중에서도 비슷비슷 헷갈려서 알쏭달쏭한 300여 가지 디테일을 명쾌하게 설명하는 책이다. 아이스크림과 젤라토의 차이는 뭘까? 파이와 타르트는 어떻게 다를까? 바비큐와 그릴의 구분법은? 우리가 식탁에서 마주친 궁금증들이 시원시원하게 풀린다. 고기 해산물부터 과일과 채소 쌀 빵을 넘어 맥주 위스키 커피와 음료 아이스크림까지 우리가 매일 접하는 음식에 대한 물음표가 끊임없이 이어지고 저자는 특유의 간결하고도 분명한 목소리로 그 물음표에 선명한 대답을 해준다. 역사와 문화와 식생 지리 조리법 등 한 끗 차이의 이유와 배경을 듣노라면 어느새 진짜 미식의 세계로 발을 들인 듯하다.먹는 기쁨을 넘어 앎의 기쁨을 추구하는 사람들 당장 마켓의 진열대 앞에서 일대 혼란을 느끼는 사람들 언제나 새로운 풍미를 찾는 호기심 많은 요리사들에게 필요한 책이다. 구석구석 숨어 있는 저자의 발랄한 위트와 유머는 덤이다.,"['추천 세상 음식', '조리법 차이 이유']",0.1111111111111111
"대한민국에서 제일 맛있는 식당, 맛있는 음식","['음식', '제일', '식당', '대한민국']",식탁 위의 한국사,우리는 지난 100년간 무엇을 먹어왔을까?근대인의 밥상에서 현대인의 식탁까지 메뉴를 통해 살펴본 20세기 한국 음식문화사한식(韓食)은 한국인의 일상인 동시에 한국을 상징하는 문화유산으로 여겨지고 있다. 그런데 과연 한국 음식은 조선시대부터 변함없이 이어온 문화유산일까? 이에 음식인문학자 주영하 한국학중앙연구원 교수는 음식을 역사로 만들고 역사를 정답으로 여기는 사회적 풍토의 위험성을 지적하며 ‘한국 음식의 원형은 무엇인가’라는 질문보다 중요한 것은 ‘한국 사람은 무엇을 어떻게 먹어왔는가’라는 질문이라고 주장한다. 한 개인이나 사회가 무엇을 어떻게 먹고 살아왔는지를 알면 그 사회의 역사가 보이기 때문이다. 특히 지금의 한국 음식문화를 이해하기 위해서는 20세기의 변화에 주목해야 한다고 말한다. 20세기 한국 음식문화의 특징은 식객에서 고객으로 변화한 근대적 외식업의 탄생을 들 수 있는데 이 책 《식탁 위의 한국사》는 지난 100년간 한국인의 식탁에 오른 메뉴를 통해 한국의 음식문화사를 들려준다. 메뉴로 오른 음식이 시대에 따라 왜 어떻게 변화해왔는지 그 탄생과 기원을 미시적으로 추적할 뿐 아니라 정치·경제·사회·문화적 변동이 음식문화에 끼친 영향을 거시적으로 분석함으로써 일상 속 음식에 얽힌 변화상과 역사성을 통찰한다. 개별 메뉴의 에피소드 나열식 역사 서술을 넘어 해당 메뉴가 유행 가능했던 시대적 함의를 들려주는 이 책은 한국 음식의 역사에 대한 정답을 제시하기보다 음식을 통해 한국 사회를 바라보는 안목을 제안한다. “생물학적인 음식에는 물질이 담겨 있지만 문화적인 음식에는 생각이 담겨 있기 때문이다.”이 책에서는 통상적으로 알고 있는 음식 메뉴들의 본래 모습과 진화 과정에 대해 설명하지만 그 진화 과정은 결코 음식 자체만으로 설명할 수 없으며 특히 음식을 만든 사람이 발명한 것이라고도 할 수 없다. 그것은 한국인들이 20세기를 한반도에서 살면서 경험한 세계와 관련이 있다. 어떤 음식에는 정치적 관계와 경제적 맥락이 깊이 개입되어 있으며 우연히 발명된 음식에도 음식을 둘러싼 사회·문화적 조건이 내재되어 있다. 이런 면에서 음식의 역사에 접근하기 위해서는 비판적인 안목이 필요하다. 20세기 한국 음식사의 시대구분이 그 길라잡이 역할을 해줄 것이다.,"['한국 음식 역사', '관련 음식 정치']",0.125
"대한민국에서 제일 맛있는 식당, 맛있는 음식","['음식', '제일', '식당', '대한민국']",음식을 공부합니다,"음식에 진심이어서
음식 이야기를 듣고 말하고 쓰기 좋아하는 사람들에게

음식인문학자 주영하의 음식 공부 노하우 대방출!

방대하고 다양한 자료를 치밀하게 분석해 가장 신뢰할 만한 음식문화사를 들려주는 음식인문학자 주영하 교수. 35년간 음식의 역사와 문화를 연구하면서 터득한 ‘음식 공부’ 노하우를 아낌없이 독자들과 나누고자 이 책을 썼다. 하나의 공부법에 가장 적절한 음식 한 가지를 사례로 들어 12가지 ‘음식 공부법’을 쉽고 맛깔나게 전달한다. 

라면의 기원지로 알려진 란저우에는 ‘라몐’이 없다? 아이스크림은 축산물? 가을 전어가 아니라 입하 전어? 전국적으로 설날에 떡국을 먹은 건 최근의 일? 조선시대 잡채에는 당면이 없다? 냉면은 겨울 음식? 상식을 깨는 질문과 음식의 역사를 찾아가는 흥미로운 여정으로 음식을 ‘먹는’ 즐거움 못지않은 음식을 ‘아는’ 기쁨을 선사한다.","['주영하 음식 공부', '진심 음식 이야기']",0.125
"대한민국에서 제일 맛있는 식당, 맛있는 음식","['음식', '제일', '식당', '대한민국']",와인 사피엔스,"와인의 세계를 소믈리에가 좀 더 쉽고 유쾌하게 
그리고 규칙 없이 해주는 와인보다 맛있는 와인 이야기 

고급스러운 술로 기억되며 근접하기 어려운 술이라고 생각했던 와인이 우리의 평범한 일상 속으로 들어왔다. 사랑하는 연인과 낭만적인 데이트 시간에 한강에서 친구들과 함께하는 유쾌한 시간에도 또는 중요한 비즈니스 자리에서도 와인은 훌륭한 매개체로 자리매김하고 있다.

이 책에서는 와인에 입문하는 사람 와인을 본격적으로 배우고 싶은 애호가들을 위한 기본적인 와인 용어와 정보 와인의 역사부터 문화와 매너까지 작가만의 방식으로 쉽게 설명하고 있다. 그리고 와인은 결코 어려운 ‘술’이 아니며 ‘술’ 이상의 문화와 이야기를 해준다. 

와인이 우리에게 친숙해졌다고 해도 아직 와인을 제대로 이해하고 마시는 사람은 많지 않다. 와인은 생산자부터 그 해의 기후 그리고 생산지의 떼루아 등 자연을 이해하면서 포도를 재배하고 포도의 상태를 이해하면서 모든 배경을 이해하고 마실 때 그 행복함이 더한 법! 

어렵고 격식 있고 허세 많은 와인 공부가 아닌 프랑스 부르고뉴에서 소믈리에 공부를 하고 돌아와 현업에서 15년 넘게 종사하고 있는 작가가 본인의 생각과 경험을 친구처럼 편안하고 섬세하게 이야기하고 있다. 또한 와인에 관해 어느 정도 알고 있지만 좀 더 깊이 있게 익히고 싶은 사람들을 위한 내용과 소믈리에의 팁도 풍성하게 담고 있다. 

이 책을 통해 와인을 이해하게 되면서 무조건 비싼 와인을 마신다고 멋있고 맛있는 것이 아니라 각자 생각하는 가성비에 따라 선택한 와인을 고정관념에서 벗어나 편하게 마셔보자고 한다. 틀에 박힌 기준이 아닌 ‘더울 땐 시원하게 맥주지.’ 했던 것을 편의점 얼음 컵에 화이트와인을 시원하게 마셔보는 것 본인의 입맛에 맞으면 그것이 가장 맛있는 와인이라는 것이다.

와인은 공부해야만 마실 수 있는 술이 아니라 마시면서 조금씩 알아가는 음식이며 자신만의 취향을 정확히 파악하고 많은 사람과 함께하는 식사 자리에 어울리는 와인을 고를 때도 상대를 배려하며 와인을 선택할 수 있게 될 것이다.","['통해 와인 이해', '와인 공부 음식']",0.125
술김에 다투다 친구 살해 '전과 49범'…항소심도 징역 15년,"['항소심', '살해', '징역', '전과']",귀신나방,자유로운 상상력과 독특한 설정독자들의 마음을 사로잡는 스토리텔링의 대가장용민의 신작 드디어 출간!브로드웨이의 한 뮤지컬 극장에서 오토 바우만이라는 자가 열일곱 살 소년을 살해한다. 소년은 좋은 부모에게 좋은 교육을 받은 흠잡을 것 없던 아이. 소년과 살인범은 아무 관계 없는 사이로 경찰은 전혀 살해 동기를 찾지 못한다. 하지만 수백 명이나 되는 목격자 앞에서 소년을 죽인 오토 바우만은 사형을 선고받고 죽을 날만 기다리는 처지가 된다. 사형 집행일을 사흘 앞둔 날 그는 갑자기 특별 면회 요청을 하게 되는데 상대는 과거 전도유망했던 기자 크리스틴. 갑작스럽게 사형수와 인터뷰를 하게 된 크리스틴은 도무지 상상할 수 없는 이야기를 듣게 된다.  작가 장용민이 4년이라는 긴 기다림을 깨고 신작 『귀신나방』으로 돌아왔다. 지난 2013년 『궁극의 아이』로 한국 장르소설계에 돌풍을 일으켰던 그는 2014년 『불로의 인형』을 내놓은 이후 다음 작품을 위해 잠시 휴지기를 가졌다. 이번에는 1960년대 뉴욕이 배경이다. 2차세계대전 직후 독일에서 시작되는 이야기는 오토 바우만이라는 남자가 사상 최악의 ‘악마’를 쫓는 과정을 박진감 넘치게 그리고 있다. 거칠 것 없는 상상력과 한번 손에 잡으면 끝까지 곧바로 읽게 되는 몰입감 높은 스토리텔링으로 독자들의 사랑을 받아온 그이기에 언제나 이번에는 어떤 이야기로 시선을 끌지 기대하게 만든다.,"['살해 소년 부모', '사상 최악 악마']",0.1111111111111111
술김에 다투다 친구 살해 '전과 49범'…항소심도 징역 15년,"['항소심', '살해', '징역', '전과']",검사의 죄,『검사의 죄』는 철저하게 검사들 내부의 이야기다. 작가는 이 소설을 쓰기 위해 오랜 취재를 바탕으로 탁월한 상상력을 조합하여 검사의 세계를 파헤친다. 주인공은 살해당한 선배 검사의 뒤를 캐면서 사건의 미궁 속으로 깊숙이 들어가는데 검사들의 권력구도 좌천과 승진 차별 받는 여성 검사 전관예우 브로커들 정재계의 결탁 등도 소설의 중요한 축을 이루며 실감나고 적나라하게 펼쳐진다. 그 속도감과 힘 있고 짧은 문체는 한 번 잡은 책을 끝까지 읽게 할 것이다.,"['살해 선배 검사', '소설 실감 도감']",0.1111111111111111
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",파과,한국 소설에 가장 강렬하게 새겨질 이름 조각(爪角)지금껏 우리가 기다려온 새로운 여성 서사의 탄생한국 소설에 가장 강렬하게 새겨질 새로운 여성 서사를 탄생시킨 구병모 작가의 『파과』가 재출간되었다. 40여 년간 날카롭고 냉혹하게 청부 살인을 업으로 삼아온 60대 여성 킬러 ‘조각(爪角)’. 몸도 기억도 예전 같지 않게 삐걱거리기 시작하면서 이제는 퇴물 취급을 받는다. 노화와 쇠잔의 과정을 겪으며 조각은 새삼스레 ‘타인’의 눈 속에 둥지를 튼 공허를 발견하게 된다. 소멸의 한 지점을 향해 부지런히 허물어지고 있는 모든 것 깨지고 상하고 뒤틀린 살아 있는 모든 것에 대해 연민을 느끼며 조각의 마음속에 어느새 지키고 싶은 것들이 하나둘 생겨나기 시작한다. 『파과』는 짧은 시간 빛나다 사라질 살아 있는 모든 것들에 대한 뜨거운 찬사다.,"['한국 소설 가장', '청부 살인 여성']",0.125
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",나목,작가가 가장 사랑하고 소중히 한 첫 작품스무 살 순수하고 젊은 날의 황량한 기억1.4후퇴 후 암담하고 불안한 시기에 텅 빈 서울에 남겨진 사람들의 전쟁의 상흔과 사랑 예술에 대한 사랑 등 생생한 이야기를 PX 초상화부에 근무하는 스무 살 여성의 시각에서 담아낸 이 작품은 박완서 작가가 스무 살에 PX 초상화부에 근무하며 만난 2박수근 화백을 떠올리며 쓴 소설이다. 박완서는 1970년 제1회 「여성동아」 여류 장편 공모에 『나목』이 당선되며 마흔에 작가로 데뷔했다. 『나목』은 박완서 작가의 대표작인 동시에 ‘40세에 썼지만 가히 20세 미만의 젊고 착하고 순수한 마음으로’ 쓴 가장 사랑한 작품이기도 하다.,"['사랑 작품 스무', '소설 박완서 여성동아']",0.0
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",엄마의 말뚝,지난 세기 수많은 한국 사람들이 경험한 특수한 상황을세계적 경험으로 끌어올린 박완서의 역작『엄마의 말뚝』은 박완서가 쓴 80여 편의 단편소설 중에서 유일한 연작소설이자 대표작으로 손꼽히는 작품이다. 『엄마의 말뚝 1』은 송도에서 대처로 대처에서 서울 문밖으로 문밖에서 문안으로 이동하던 박완서의 유년 시절 어머니에 대한 기억에 기인한다. 「엄마의 말뚝 2」는 가장 고통스러웠던 기억에 고정되어 고통스러워하는 이제는 노쇠한 어머니와 그 모습을 지켜보는 딸의 이야기를 담았고 「엄마의 말뚝 3」은 생명의 불꽃이 점차 사그라지는 어머니의 모습과 어머니의 영원한 안식을 쓴 글이다. 이 세 소설은 시간차를 두고 어머니를 곁에서 지켜보던 박완서 본인의 내밀한 이야기를 담고 있다. 어머니 홍기숙 여사의 삶의 궤적은 한국의 특수한 역사적 상황을 고스란히 담고 있어 한국 여성의 삶뿐 아니라 역사의 흐름 속 한 인간의 모습을 지켜볼 수 있다. 세계사 '박완서 소설전집 결정판' 『엄마의 말뚝』에는 「엄마의 말뚝」 연작과 함께 「유실」 「꿈꾸는 인큐베이터」 「그 가을의 사흘 동안」 등 개인의 삶을 낱낱이 파헤쳐서 사회를 비판해온 박완서만의 날카로운 시선과 필치가 돋보이는 작품들이 함께 들어 있다.,"['한국 여성 역사', '박완서 역작 엄마']",0.125
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']","알로하, 나의 엄마들",“아프게 기쁘게 뜨겁게인생의 파도를 넘어서며 살아갈 것이다.”세 여성이 펼쳐 내는 가슴 뭉클한 가족 이야기따스한 손길로 마음을 어루만지는 이 시대 선한 이야기꾼 이금이 작가의 신작 장편소설 『알로하 나의 엄마들』이 창비에서 출간되었다. 『알로하 나의 엄마들』은 사진 한 장에 평생의 운명을 걸고 하와이로 떠난 열여덟 살 주인공 버들과 친구들의 삶을 그렸다. 일제 강점기 시대의 하와이라는 신선하고 새로운 공간을 배경으로 이민 1세대 재외동포와 혼인을 올리고 생활을 꾸려 가는 강인하고 개성 강한 여성들의 특별한 이야기이다. 서로를 존중하고 아름다운 거리를 유지하며 보듬어 주는 친구이자 엄마가 되어 주는 세 여성 주인공 버들 홍주 송화는 시대를 앞서 간 새로운 가족 여성 공동체의 면모를 아름답게 펼쳐 보인다. 한 시대를 살아 낸 선대 여성들의 사랑과 연대를 그린 『알로하 나의 엄마들』은 2020년 현재를 살아가는 우리에게 소중한 편지처럼 가슴 아린 울림을 전해줄 것이다. 회를 거듭할수록 멈출 수 없는 드라마처럼 몰입도 높은 이야기를 기다려 왔다면 메마른 감정을 적시는 환대와 환영의 이야기를 그리워했다면 『알로하 나의 엄마들』을 놓쳐서는 안 되는 뛰어난 작품이다.,"['강점 시대 하와이', '가족 여성 공동체']",0.125
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",수난이대,민족의 수난을 따뜻한 시선으로 그려 낸 작가 하근찬그 극복 의지를 염원하다!「수난이대」는  아버지와 아들 두 세대에 걸친 우리 민족의 수난을 간결하면서도 인상 깊게 그려 낸 단편이다. 「흰 종이수염」은 6·25 전쟁 때 노무자로 끌려가 한쪽 팔을 잃고 집에 돌아온 아버지를 바라보는 아들의 시점에서 민족의 수난을 그린 단편이다.「나룻배 이야기」는 나룻배가 유일한 교통수단인 한적하고 평화로운 섬마을 사람들이 6·25 전쟁으로 입게 된 지워지지 않는 상처를 그린 단편이다. 「왕릉과 주둔군」은 매일같이 왕릉을 돌보는 전통적인 사고방식의 박 첨지가 동네에 주둔하게 된 미군 부대로 인해 겪게 되는 시련을 담은 단편이다.,"['노무 한쪽 아버지', '사람 전쟁 상처']",0.125
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",엄마를 부탁해,섬세하고 깊은 성찰 따뜻한 시선의 작가 신경숙이 절정의 기량으로 풀어낸 엄마 이야기엄마를 통해서 생각하는 가족 이야기 가장 큰 사랑 이야기. 세상 모든 사람은 엄마의 자식 우리 모두에겐 나만의 엄마가 있다. 때로 좋기도 밉기도 고맙기도 원망스럽기도 한 그러나 굳건한 땅처럼 분명하고 단단한 엄마. 어느날 그 엄마를 잃어버린다. 나이 들고 몸도 성치 않은 엄마를. 서울 사는 자식들 편하라고 아버지 생신을 치르러 시골집에서 올라오던 길 지하철 서울역에서 아버지 손을 놓친 찰나 엄마는 꿈처럼 사라진다. 전단지를 돌리고 인터넷 광고를 하고 엄마를 보았다는 사람들을 찾아 온 식구가 사방을 헤매도 찾을 수 없다. 그리고 가족들은 비로소 가장 낯익은 존재가 가장 소중한 것임을 공기처럼 물처럼 대지처럼 자신과 함께 있어준 엄마의 무게를 엄마의 빈 자리를 통해 확인한다.엄마의 모든 소망과 꿈을 먹고 자란 큰아들 친구처럼 의지하며 무람없던 큰딸 자식 기르는 기쁨을 알게 해준 작은딸 평생 살림의 책임을 떠안기며 밖으로만 돌던 아버지 들이 엄마의 부재를 통해 각자의 이야기를 아프게 쏟아낸다. 이야기 속에서 식구들은 각자 자기만의 엄마를 추억하고 그 속에서 조금씩 낯설지만 진정한 엄마의 모습을 발견해간다. 하나의 사람으로 한 사람의 여성으로서 꿈과 소망을 안고 웃고 울고 기뻐하고 사랑하고 생명을 낳고 힘을 다해 키워낸 사람 자식들에게 부끄럽지 않으려 다른 사랑을 마음으로만 품은 한 사람 한 여성으로서의 엄마를. 엄마는 끝내 집으로 돌아올 수 있을까. 과연 엄마는 집으로 돌아오고 싶어했을까. 어딘가에서 엄마는 온전히 존재할까. 우리 가슴속에 잠자는 가장 깊은 사랑을 일깨우며 진짜 감동을 전해주는 귀한 소설. 오늘 우리 엄마가 그리워진다!,"['여성 소망 안고', '가장 사랑 이야기']",0.125
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",세월의 돌 4,2020 젊은작가상 대상 수상작가 강화길 소설세계의 진화!단편소설 「음복飮福」으로 2020 젊은작가상 대상을 거머쥐며 한국형 여성 스릴러 소설을 대표하는 작가가 된 강화길의 두번째 장편소설 『대불호텔의 유령』이 출간되었다. 작가는 첫 소설집 『괜찮은 사람』과 첫 장편소설 『다른 사람』을 통해 여성의 일상에 밀착된 폭력이라는 사회적 문제를 조명했고 두번째 소설집 『화이트 호스』에서는 눈에 보이지 않지만 여성의 삶을 억압하고 한계 지어온 거대한 구조를 부각시켰다. 강화길 소설은 스릴러 서사 속에서 인물들의 불안과 공포를 독자 스스로 감각하게 함으로써 이러한 주제의식을 효과적으로 전달해 보였다.혐오라는 현상에서 출발해 그것의 본질을 밝혀내려는 여정을 계속해온 강화길은 『대불호텔의 유령』에 이르러 한국사회의 밑바닥에 깔린 ‘원한’이라는 정서를 성공적으로 소설화해낸다. 한국전쟁의 상흔이 전국을 지배하고 있던 1950년대 귀신 들린 건물 ‘대불호텔’에 이끌리듯 모여든 네 사람이 겪는 공포스러운 경험을 다룬 이 이야기는 각각의 인물들이 살아남기 위해 품어야만 했던 어둑한 마음을 심령현상과 겹쳐낸 강화길식 고딕 호러 소설이다. 독자는 이 소설을 읽는 동안 자신의 내면에 대물림된 그 뿌리깊은 감정들이 건드려지는 것을 체험하게 된다. 서로를 믿지 못한 끝에 해치게 만드는 그 유구한 저주에 자신 또한 사로잡혀 있었는지 모른다는 서늘한 자각이 한여름의 무더위를 씻어내린다.,"['여성 스릴러 소설', '소설 한국 전쟁']",0.14285714285714285
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",천년의 질문 3,20대 후반의 직장 여성이 회사를 그만두고 호주로 이민을 감행한 사정을 대화 형식으로 들려주는 소설이다. 학벌·재력·외모를 비롯해 자아실현에 대한 의지는 물론 출세에 대한 욕망에 이르기까지 모든 부분에서 평균 이하의 수준으로 살아가며 미래에 대한 비전을 꿈꾸지 못하는 주인공이 이민이라는 모험을 통해 자신만의 행복을 찾아 가는 과정을 담았다. 특히 1인칭 수다 형식으로 이루어지는 전개 방식은 20대 후반 여성의 말을 그대로 받아 적은 듯 생생하고 경쾌하게 전달해 읽는 재미를 더한다. 등단작 『표백』이 청년 문제를 생산하는 '사회'의 한 단면을 통찰하고 『열광금지 에바로드』가 사회와 거리를 둔 채 자신만의 세계를 만들어 가는 오타쿠라는 '개인'의 영역을 통찰했다면 『한국이 싫어서』는 개인과 사회의 관계 사회에서 살아가는 개인이 자신의 행복을 위해 취할 수 있는 가능성의 한계를 모색한다. 깊이 있는 주제를 장강명 특유의 비판적이면서도 명쾌한 문장과 독자를 끌어당기는 흥미로운 스토리로 표현했다.,"['직장 여성 회사', '여성 회사 호주']",0.16666666666666666
지금도 가끔 그 여성에게 상처 주지 않았을까 생각한다. 거두절미하고 디스카운트를 외치고 방 검사를 하던 내가 호수처럼 잔잔한 그녀의 일상에 파장을 줬을까 두렵다.,"['가끔', '여성', '상처']",무소의 뿔처럼 혼자서 가라,누군가와 더불어 행복해지고 싶었다면 그 누군가가 다가오기 전에 스스로 행복해질 준비가 되어 있어야 한다 성적 차별과 억압 부조리한 현실에 대한 고발을 넘어 주체적이고 행복한 삶의 가능성을 탐색한 작품 첫 출간 후 20년이 넘도록 독자들의 사랑을 꾸준히 받아 온 공지영 작가의 대표작 『무소의 뿔처럼 혼자서 가라』가 새롭게 독자들과 만난다. 여성에 대한 억압과 차별 그리고 편견 등의 문제를 사회 전반의 문제로 끌어올린 작품으로 출간 당시 사회적으로 주목을 받으며 페미니즘 논쟁의 중심에 자리하기도 했다.주인공 혜완이 친구 경혜에게서 영선의 자살 시도 소식을 전화로 전해 듣는 사건으로부터 시작되는 이 소설은 결혼 후 각자의 삶을 잘 살고 있는 것처럼 보였던 이들이 서로의 삶을 오롯이 알아가면서 점차 드러나는 삶의 정체에 혼란스러워하는 모습으로 사건이 전개된다. 대학 졸업과 동시에 결혼하고 아이를 낳았지만 불의의 사고로 아이를 잃고 이혼한 채 소설가의 삶을 살고 있는 혜완 아나운서 활동 중 의사와 결혼했으나 남편의 외도로 형식적인 부부생활을 유지하고 있는 경혜 세간의 주목을 받는 영화감독의 아내이지만 알코올중독으로 자살 시도라는 극단적인 선택을 하는 영선을 통해 작가는 우리들의 삶이 자기 자신의 기대와 달리 상처투성이가 되는 이유가 어디에 있을까를 추적한다. 작가는 남자 또는 이 사회가 여자에게 ‘착한 여자’ ‘똑똑한 여자’ ‘능력 있는 여자’의 역할을 동시에 요구한다는 데 집중한다. 그 과정에서 역할을 수행하는 여자도 그것을 요구하는 남자 스스로도 알지 못한 채 모순된 선택을 하면서 비극적인 상황을 맞게 된다는 것이다. 그렇다고 해서 작가가 문제의 원인을 남성에게 전가하는 것은 아니다. “우리의 어머니들은 딸들에게는 자신과 다른 생을 살라고 가르쳤고 그리고 아들들에게는 아버지와 같은 삶을 살라고 가르쳤지”라는 혜완의 말과 같이 그것은 특정한 한 사람의 잘못이 아닌 우리 모두가 함께 고민해야 하는 문제인 것이다. 작가가 이 소설의 주제는 ‘페미니즘’이 아니라 ‘아무도 어떻게 살아야 하는지 가르쳐 주지 않은 삶에 대한 이야기’라고 한 것과 그 맥락이 같다.,"['사회 주목 페미니즘', '여성 대한 억압']",0.125
